"race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"dragonborn",76,265,30,15,17,12,15,13,12
"dragonborn",77,230,30,15,16,15,10,14,12
"dragonborn",78,295,30,12,12,15,13,13,12
"dragonborn",77,241,30,15,14,15,15,11,13
"dragonborn",75,256,30,16,12,11,11,17,11
"dragonborn",74,239,30,15,18,15,14,9,13
"dragonborn",77,241,30,12,19,11,17,16,12
"dragonborn",70,215,30,18,10,10,11,11,18
"dragonborn",76,235,30,20,9,17,15,12,11
"dragonborn",74,231,30,12,12,12,10,8,17
"dragonborn",73,217,30,16,17,9,15,14,17
"dragonborn",75,265,30,15,11,16,8,16,13
"dragonborn",75,229,30,17,19,14,8,17,17
"dragonborn",78,283,30,15,16,15,17,12,12
"dragonborn",78,211,30,11,13,12,12,14,19
"dragonborn",70,191,30,17,13,12,15,10,17
"dragonborn",71,190,30,18,17,16,17,14,14
"dragonborn",71,225,30,16,14,13,16,17,13
"dragonborn",78,283,30,8,17,10,10,11,17
"dragonborn",73,238,30,17,11,11,12,8,18
"dragonborn",74,215,30,16,18,17,12,15,6
"dragonborn",74,247,30,18,11,17,11,12,16
"dragonborn",73,203,30,16,17,18,10,14,14
"dragonborn",74,207,30,12,12,9,11,10,16
"dragonborn",74,199,30,15,6,14,6,11,12
"dragonborn",75,220,30,14,16,12,13,15,17
"dragonborn",72,205,30,12,11,11,13,17,12
"dragonborn",74,239,30,16,13,6,18,12,11
"dragonborn",79,305,30,13,15,12,16,14,10
"dragonborn",69,208,30,16,14,13,14,9,12
"dragonborn",70,215,30,19,10,13,8,11,14
"dragonborn",70,191,30,11,13,11,13,11,13
"dragonborn",75,238,30,13,16,15,13,12,6
"dragonborn",74,231,30,20,15,16,13,14,12
"dragonborn",74,207,30,14,14,11,12,10,12
"dragonborn",75,256,30,8,19,9,15,14,10
"dragonborn",76,235,30,17,16,8,12,10,14
"dragonborn",76,245,30,18,13,14,7,14,13
"dragonborn",80,245,30,15,14,14,11,11,10
"dragonborn",75,238,30,12,15,10,12,14,13
"dragonborn",82,239,30,14,14,14,15,13,10
"dragonborn",76,235,30,15,10,17,15,14,14
"dragonborn",75,256,30,19,13,9,12,8,15
"dragonborn",69,190,30,11,15,15,10,15,18
"dragonborn",70,195,30,15,13,16,12,13,17
"dragonborn",81,235,30,12,15,18,15,11,13
"dragonborn",76,195,30,11,15,12,8,13,9
"dragonborn",74,199,30,17,13,14,14,15,16
"dragonborn",76,245,30,14,15,10,12,13,14
"dragonborn",76,215,30,14,18,16,8,12,13
"dragonborn",71,215,30,15,11,16,13,17,8
"dragonborn",74,207,30,14,8,11,14,13,18
"dragonborn",72,211,30,13,11,11,15,14,14
"dragonborn",68,185,30,13,7,14,15,13,16
"dragonborn",75,265,30,17,17,17,13,17,10
"dragonborn",74,231,30,15,13,12,14,16,13
"dragonborn",75,211,30,18,17,10,11,11,15
"dragonborn",69,184,30,7,16,6,15,13,11
"dragonborn",76,225,30,13,14,17,11,17,12
"dragonborn",75,238,30,11,16,14,15,12,10
"dragonborn",77,263,30,13,14,16,8,10,8
"dragonborn",71,200,30,18,17,13,16,12,15
"dragonborn",75,247,30,6,12,15,11,13,12
"dragonborn",75,193,30,18,12,14,10,13,12
"dragonborn",75,211,30,9,19,14,17,11,16
"dragonborn",72,223,30,9,11,15,14,13,13
"dragonborn",76,265,30,11,7,14,13,12,14
"dragonborn",69,202,30,14,8,15,17,6,10
"dragonborn",74,247,30,16,13,9,8,13,12
"dragonborn",73,245,30,18,11,13,10,11,19
"dragonborn",72,229,30,15,18,12,12,15,11
"dragonborn",76,235,30,13,15,16,11,10,9
"dragonborn",76,215,30,15,19,10,7,6,11
"dragonborn",78,283,30,11,12,8,12,8,13
"dragonborn",75,256,30,9,17,14,16,12,13
"dragonborn",74,239,30,15,16,14,14,10,18
"dragonborn",73,217,30,19,18,13,12,14,13
"dragonborn",72,211,30,15,13,14,9,12,14
"dragonborn",71,235,30,13,11,12,8,12,11
"dragonborn",76,265,30,12,11,15,13,13,15
"dragonborn",77,208,30,17,17,14,7,14,15
"dragonborn",70,207,30,16,15,14,14,14,16
"dragonborn",81,280,30,18,15,13,8,13,16
"dragonborn",81,355,30,17,12,13,14,14,12
"dragonborn",76,255,30,14,15,15,16,13,15
"dragonborn",74,215,30,18,11,11,13,10,11
"dragonborn",73,238,30,17,16,10,17,12,14
"dragonborn",76,245,30,13,12,14,10,10,5
"dragonborn",78,223,30,14,14,15,12,14,11
"dragonborn",72,241,30,13,16,14,12,13,10
"dragonborn",68,191,30,14,18,12,15,14,13
"dragonborn",73,196,30,14,18,15,8,12,13
"dragonborn",77,252,30,15,14,15,11,12,12
"dragonborn",74,207,30,15,12,15,6,17,12
"dragonborn",75,274,30,16,17,15,15,14,9
"dragonborn",77,263,30,15,17,12,9,16,14
"dragonborn",73,189,30,18,15,13,13,13,8
"dragonborn",77,241,30,18,12,11,16,12,8
"dragonborn",77,274,30,15,10,14,11,10,17
"dragonborn",81,295,30,18,11,12,12,8,17
"dragonborn",71,210,30,16,16,18,14,11,11
"dragonborn",79,240,30,12,11,12,13,13,15
"dragonborn",76,255,30,12,9,13,12,12,14
"dragonborn",74,223,30,11,12,12,11,10,11
"dragonborn",78,307,30,17,14,12,12,14,19
"dragonborn",72,241,30,13,7,12,12,12,16
"dragonborn",76,255,30,16,14,14,17,15,13
"dragonborn",71,220,30,9,15,14,17,11,15
"dragonborn",77,307,30,17,13,11,14,12,14
"dragonborn",79,266,30,15,18,12,18,8,15
"dragonborn",82,335,30,17,15,12,11,11,15
"dragonborn",82,287,30,16,16,13,14,14,9
"dragonborn",68,189,30,11,16,11,10,17,13
"dragonborn",78,259,30,13,12,14,10,10,15
"dragonborn",74,255,30,18,15,5,16,18,13
"dragonborn",77,263,30,16,13,14,10,10,17
"dragonborn",74,271,30,17,16,9,6,9,16
"dragonborn",75,229,30,17,17,12,14,16,14
"dragonborn",72,229,30,15,16,15,8,9,13
"dragonborn",82,335,30,17,9,14,16,13,17
"dragonborn",72,193,30,13,11,14,10,10,14
"dragonborn",75,229,30,11,15,7,6,12,11
"dragonborn",68,179,30,12,12,9,14,12,6
"dragonborn",76,265,30,12,17,12,15,8,14
"dragonborn",76,225,30,16,13,12,8,15,10
"dragonborn",73,203,30,18,9,14,8,15,14
"dragonborn",72,193,30,13,11,9,6,13,14
"dragonborn",78,283,30,11,5,16,7,10,12
"dragonborn",80,273,30,14,11,10,13,14,12
"dragonborn",77,219,30,18,16,16,12,13,17
"dragonborn",74,239,30,15,10,17,8,13,16
"dragonborn",79,253,30,15,9,11,7,15,10
"dragonborn",79,318,30,12,13,15,13,14,10
"dragonborn",76,285,30,11,13,11,9,14,16
"dragonborn",75,229,30,16,16,10,14,8,15
"dragonborn",70,191,30,12,6,17,12,12,15
"dragonborn",75,274,30,19,12,12,15,12,13
"dragonborn",72,205,30,6,10,10,11,13,17
"dragonborn",69,187,30,12,12,12,12,10,12
"dragonborn",77,274,30,9,16,17,7,11,11
"dragonborn",70,187,30,18,12,15,10,16,10
"dragonborn",74,271,30,16,15,13,11,9,17
"dragonborn",74,215,30,15,10,12,14,15,15
"dragonborn",68,193,30,15,11,11,14,14,14
"dragonborn",80,217,30,14,8,12,17,16,12
"dragonborn",75,238,30,11,19,8,10,13,14
"dragonborn",81,265,30,16,17,16,10,7,15
"dragonborn",78,247,30,16,14,12,11,7,13
"dragonborn",72,229,30,14,18,11,10,9,11
"dragonborn",78,295,30,12,15,14,14,16,12
"dragonborn",69,196,30,15,16,13,10,13,16
"dragonborn",76,285,30,15,18,8,13,6,15
"dragonborn",78,235,30,15,19,14,9,7,13
"dragonborn",78,259,30,12,17,7,8,13,12
"dragonborn",74,255,30,13,18,10,13,6,8
"dragonborn",75,220,30,17,15,15,15,13,16
"dragonborn",74,223,30,17,17,16,10,14,11
"dragonborn",77,252,30,14,17,9,15,8,9
"dragonborn",78,235,30,10,15,16,15,9,18
"dragonborn",73,231,30,16,17,12,12,13,14
"dragonborn",76,255,30,15,15,8,16,11,13
"dragonborn",75,229,30,10,18,16,12,12,13
"dragonborn",79,331,30,16,11,11,14,6,15
"dragonborn",74,239,30,16,17,6,15,13,11
"dragonborn",75,274,30,15,18,10,12,11,17
"dragonborn",73,224,30,18,14,13,14,16,13
"dragonborn",72,217,30,12,14,6,18,13,12
"dragonborn",74,223,30,15,10,15,14,15,11
"dragonborn",82,287,30,16,15,13,13,11,14
"dragonborn",75,211,30,10,12,13,14,13,16
"dragonborn",70,199,30,14,10,17,13,9,16
"dragonborn",75,238,30,14,14,11,6,11,13
"dragonborn",80,273,30,13,11,11,14,18,10
"dragonborn",78,295,30,18,16,7,11,7,17
"dragonborn",72,235,30,17,9,15,14,15,10
"dragonborn",77,285,30,13,18,8,8,9,16
"dragonborn",78,271,30,14,13,12,14,10,6
"dragonborn",79,292,30,13,15,13,18,16,15
"dragonborn",68,197,30,18,12,10,10,10,15
"dragonborn",72,211,30,14,14,13,9,11,19
"dragonborn",73,238,30,19,10,10,11,14,10
"dragonborn",76,245,30,14,11,14,15,13,13
"dragonborn",74,207,30,17,18,14,8,14,12
"dragonborn",73,196,30,12,17,13,16,10,18
"dragonborn",75,220,30,17,15,11,11,12,8
"dragonborn",73,231,30,11,17,15,16,14,16
"dragonborn",74,223,30,14,19,12,8,17,13
"dragonborn",69,193,30,11,14,15,14,14,8
"dragonborn",73,224,30,10,18,7,13,13,17
"dragonborn",78,283,30,9,10,10,11,4,11
"dragonborn",78,211,30,16,17,15,11,11,13
"dragonborn",75,211,30,17,15,9,15,11,15
"dragonborn",77,252,30,14,18,10,15,12,14
"dragonborn",79,227,30,16,15,7,12,10,16
"dragonborn",72,211,30,18,15,12,13,16,14
"dragonborn",79,331,30,15,13,14,10,12,13
"dragonborn",79,227,30,13,12,10,13,7,15
"dragonborn",73,245,30,18,13,13,14,18,9
"dragonborn",73,210,30,11,12,13,12,11,13
"dragonborn",77,296,30,18,15,14,4,12,9
"dragonborn",73,203,30,12,13,13,9,17,12
"dragonborn",75,211,30,12,18,10,15,12,5
"dragonborn",78,211,30,16,16,14,16,9,16
"dragonborn",68,181,30,14,17,13,14,5,9
"dragonborn",78,235,30,11,15,13,14,12,17
"dragonborn",80,259,30,18,18,10,13,10,10
"dragonborn",73,259,30,9,14,10,14,11,8
"dragonborn",73,238,30,13,18,13,11,13,11
"dragonborn",71,190,30,19,11,12,10,7,14
"dragonborn",76,225,30,15,16,11,11,13,14
"dragonborn",77,252,30,9,17,7,13,11,14
"dragonborn",75,238,30,16,13,15,16,16,14
"dragonborn",75,247,30,12,14,12,16,14,15
"dragonborn",74,215,30,14,14,15,10,13,8
"dragonborn",77,208,30,16,10,12,9,14,10
"dragonborn",78,247,30,8,11,16,16,16,13
"dragonborn",76,255,30,14,15,14,11,11,19
"dragonborn",70,211,30,12,13,15,13,12,15
"dragonborn",75,211,30,13,10,13,13,11,15
"dragonborn",73,210,30,17,14,11,14,13,16
"dragonborn",81,265,30,18,15,11,13,11,12
"dragonborn",77,296,30,15,13,15,10,9,14
"dragonborn",79,305,30,15,13,8,10,14,14
"dragonborn",72,241,30,14,11,13,6,15,8
"dragonborn",79,253,30,13,18,16,14,15,13
"dragonborn",72,205,30,19,16,17,15,11,14
"dragonborn",77,197,30,16,13,11,16,4,14
"dragonborn",69,205,30,9,14,12,14,8,12
"dragonborn",77,274,30,15,16,7,14,12,16
"dragonborn",78,247,30,11,15,13,12,9,10
"dragonborn",75,202,30,16,15,13,12,8,11
"dragonborn",79,266,30,13,10,13,11,13,16
"dragonborn",80,301,30,14,16,17,12,11,16
"dragonborn",76,225,30,12,17,13,16,13,17
"dragonborn",76,255,30,15,15,12,18,10,14
"dragonborn",72,235,30,18,12,12,14,10,11
"dragonborn",79,292,30,17,12,12,14,17,17
"dragonborn",69,187,30,17,18,9,11,18,6
"dragonborn",75,265,30,15,12,14,14,11,15
"dragonborn",82,271,30,13,14,14,14,11,17
"dragonborn",72,211,30,13,12,12,14,12,13
"dragonborn",76,265,30,13,17,15,11,9,12
"dragonborn",73,203,30,12,11,15,11,11,10
"dragonborn",72,199,30,19,18,12,9,12,11
"dragonborn",70,191,30,12,13,10,11,13,12
"dragonborn",71,205,30,13,18,8,14,7,13
"dragonborn",75,265,30,12,13,13,6,14,12
"dragonborn",78,223,30,14,13,13,15,13,18
"dragonborn",76,255,30,15,13,12,8,14,16
"dragonborn",80,329,30,16,17,16,11,8,14
"dragonborn",76,285,30,13,15,11,17,11,10
"dragonborn",74,255,30,19,18,6,10,17,15
"dragonborn",69,187,30,10,12,13,11,9,9
"dragonborn",74,271,30,20,13,17,9,13,15
"dragonborn",73,252,30,14,16,9,9,12,8
"dragonborn",75,247,30,12,10,13,16,17,7
"dragonborn",72,193,30,15,16,10,8,13,11
"dragonborn",80,273,30,16,16,16,9,14,13
"dragonborn",72,205,30,16,12,11,11,14,13
"dragonborn",75,256,30,10,17,9,14,15,19
"dragonborn",74,231,30,15,15,12,13,8,13
"dragonborn",68,195,30,19,15,10,17,16,13
"dragonborn",75,265,30,16,16,12,13,5,11
"dragonborn",79,279,30,9,8,13,14,12,15
"dragonborn",75,202,30,17,16,14,12,11,6
"dragonborn",80,301,30,15,16,11,11,10,14
"dragonborn",76,255,30,11,13,16,9,7,13
"dragonborn",73,224,30,17,15,11,16,9,11
"dragonborn",71,235,30,10,16,14,11,13,11
"dragonborn",75,238,30,15,16,14,13,11,16
"dragonborn",75,211,30,15,19,18,15,16,5
"dragonborn",75,220,30,15,12,15,8,13,11
"dragonborn",78,283,30,7,18,12,16,17,11
"dragonborn",77,230,30,16,10,15,13,17,11
"dragonborn",72,193,30,14,18,16,15,13,12
"dragonborn",73,217,30,11,11,10,10,12,15
"dragonborn",78,235,30,18,18,15,16,9,17
"dragonborn",79,279,30,13,12,7,11,10,12
"dragonborn",80,287,30,16,18,14,14,9,10
"dragonborn",74,271,30,17,20,10,16,13,17
"dragonborn",79,266,30,11,12,11,10,12,13
"dragonborn",74,215,30,14,17,11,7,15,16
"dragonborn",76,225,30,13,16,12,11,8,17
"dragonborn",76,225,30,11,9,10,18,11,14
"dragonborn",80,301,30,11,13,11,15,12,16
"dragonborn",70,207,30,16,10,7,15,12,13
"dragonborn",78,199,30,13,10,17,15,12,8
"dragonborn",76,275,30,15,14,13,10,17,18
"dragonborn",77,208,30,15,16,11,13,13,15
"dragonborn",76,235,30,17,14,11,12,12,17
"dragonborn",75,229,30,11,15,13,15,15,16
"dragonborn",79,266,30,16,19,13,16,16,18
"dragonborn",68,185,30,12,14,11,16,15,15
"dragonborn",78,271,30,12,15,12,12,15,17
"dragonborn",77,263,30,16,14,12,13,10,16
"dragonborn",71,225,30,17,13,9,10,12,19
"dragonborn",80,259,30,12,14,17,11,14,11
"dragonborn",74,239,30,19,15,13,15,14,15
"dragonborn",73,238,30,12,16,15,13,14,11
"dragonborn",78,259,30,16,15,14,10,13,13
"dragonborn",75,220,30,16,16,16,13,11,14
"dragonborn",74,215,30,15,15,15,16,9,15
"dragonborn",75,283,30,16,13,10,11,12,12
"dragonborn",75,220,30,13,14,8,6,12,16
"dragonborn",73,231,30,11,16,10,15,16,10
"dragonborn",70,191,30,9,11,9,11,12,14
"dragonborn",78,259,30,14,16,11,16,13,13
"dragonborn",74,247,30,15,17,14,7,13,12
"dragonborn",74,215,30,13,15,8,14,11,16
"dragonborn",68,179,30,7,16,13,13,9,17
"dragonborn",78,235,30,13,14,14,17,11,7
"dragonborn",75,220,30,15,15,11,10,13,7
"dragonborn",78,283,30,12,7,7,9,15,15
"dragonborn",74,239,30,15,15,10,11,11,8
"dragonborn",75,229,30,14,14,17,15,13,16
"dragonborn",73,210,30,13,16,14,18,15,14
"dragonborn",76,195,30,20,16,12,10,12,14
"dragonborn",74,239,30,14,19,13,14,13,15
"dragonborn",73,231,30,11,17,9,14,8,12
"dragonborn",78,223,30,18,19,15,13,15,17
"dragonborn",79,240,30,12,14,12,14,13,9
"dragonborn",74,231,30,12,16,13,9,18,7
"dragonborn",80,259,30,16,15,15,14,13,10
"dragonborn",80,273,30,13,10,9,10,16,13
"dragonborn",72,193,30,10,11,7,15,12,17
"dragonborn",75,256,30,16,10,12,13,15,12
"dragonborn",82,287,30,11,15,14,13,11,12
"dragonborn",80,287,30,11,15,15,14,15,9
"dragonborn",82,255,30,18,16,9,8,12,12
"dragonborn",80,259,30,10,14,12,9,11,9
"dragonborn",79,305,30,16,14,13,15,16,16
"dragonborn",74,231,30,9,19,6,9,8,15
"dragonborn",74,231,30,10,14,13,15,12,12
"dragonborn",72,211,30,11,18,13,14,18,9
"dragonborn",75,229,30,12,9,10,13,11,11
"dragonborn",75,202,30,18,16,16,7,12,11
"dragonborn",77,252,30,14,12,10,15,13,15
"dragonborn",73,217,30,17,19,12,14,10,13
"dragonborn",73,217,30,19,10,12,11,8,16
"dragonborn",76,225,30,11,13,9,9,12,8
"dragonborn",68,183,30,12,14,13,12,15,10
"dragonborn",82,319,30,13,10,15,14,15,12
"dragonborn",76,295,30,14,13,13,4,6,12
"dragonborn",81,280,30,18,16,15,17,9,14
"dragonborn",78,247,30,18,12,17,10,12,13
"dragonborn",75,238,30,16,15,13,15,14,14
"dragonborn",74,231,30,11,15,12,10,14,17
"dragonborn",80,273,30,13,10,17,14,12,18
"dragonborn",74,223,30,17,20,15,14,9,14
"dragonborn",78,259,30,12,12,15,12,11,14
"dragonborn",75,229,30,20,13,14,11,12,13
"dragonborn",74,215,30,18,11,13,12,15,9
"dragonborn",76,235,30,10,12,9,15,18,19
"dragonborn",77,219,30,11,15,9,11,15,15
"dragonborn",77,219,30,17,15,15,13,14,10
"dragonborn",77,252,30,12,18,16,15,12,13
"dragonborn",81,250,30,15,14,14,14,11,12
"dragonborn",73,259,30,17,14,10,9,8,11
"dragonborn",73,210,30,10,17,13,16,7,14
"dragonborn",77,263,30,18,11,13,13,15,14
"dragonborn",75,220,30,12,14,16,11,17,16
"dragonborn",75,256,30,12,13,13,14,15,14
"dragonborn",75,229,30,10,13,12,11,12,15
"dragonborn",75,247,30,14,19,14,9,16,12
"dragonborn",79,227,30,13,14,13,14,12,14
"dragonborn",79,214,30,14,15,9,15,6,17
"dragonborn",80,231,30,16,17,16,13,10,16
"dragonborn",79,227,30,16,19,11,13,10,15
"dragonborn",75,274,30,16,14,11,11,6,13
"dragonborn",75,229,30,12,12,15,11,18,17
"dragonborn",78,235,30,11,15,13,10,10,10
"dragonborn",76,255,30,14,17,14,8,12,13
"dragonborn",75,220,30,14,18,13,6,10,13
"dragonborn",74,223,30,16,12,11,14,13,10
"dragonborn",72,205,30,15,16,12,12,8,15
"dragonborn",71,210,30,12,16,15,9,9,13
"dragonborn",73,210,30,11,5,12,10,15,18
"dragonborn",74,223,30,16,14,8,15,9,16
"dragonborn",71,220,30,10,13,16,11,10,12
"dragonborn",77,230,30,20,13,8,14,15,14
"dragonborn",76,265,30,16,8,14,14,15,10
"dragonborn",75,238,30,20,14,18,13,16,12
"dragonborn",81,280,30,13,9,15,16,16,16
"dragonborn",72,223,30,11,17,12,12,8,17
"dragonborn",82,271,30,15,11,8,11,11,9
"dragonborn",81,295,30,13,12,6,13,17,12
"dragonborn",71,215,30,16,12,10,14,13,12
"dragonborn",74,255,30,15,13,11,13,9,9
"dragonborn",69,205,30,15,20,14,7,10,14
"dragonborn",71,215,30,17,13,9,18,8,12
"dragonborn",74,199,30,15,17,14,8,10,13
"dragonborn",77,208,30,19,13,10,17,14,16
"dragonborn",69,184,30,9,7,9,8,6,16
"dragonborn",81,250,30,18,11,12,15,16,13
"dragonborn",72,217,30,13,14,11,13,11,9
"dragonborn",76,245,30,16,17,9,13,15,15
"dragonborn",72,235,30,14,13,10,14,9,18
"dragonborn",71,215,30,10,15,13,13,8,11
"dragonborn",71,230,30,15,11,8,11,10,17
"dragonborn",73,238,30,18,12,11,15,11,14
"dragonborn",81,340,30,17,12,10,18,14,11
"dragonborn",75,247,30,12,14,10,12,10,16
"dragonborn",78,307,30,10,13,9,8,14,13
"dragonborn",78,235,30,13,11,14,11,11,19
"dragonborn",75,265,30,18,9,10,17,12,8
"dragonborn",74,231,30,13,13,12,12,14,15
"dragonborn",76,245,30,12,15,13,9,14,12
"dragonborn",76,255,30,11,11,13,13,13,14
"dragonborn",78,295,30,16,16,9,12,12,10
"dragonborn",81,250,30,15,13,12,10,8,17
"dragonborn",71,215,30,11,17,10,9,14,15
"dragonborn",77,241,30,9,16,12,9,10,18
"dragonborn",79,266,30,10,11,13,12,11,8
"dragonborn",73,231,30,16,13,8,10,7,8
"dragonborn",74,207,30,15,11,13,9,9,17
"dragonborn",73,252,30,13,13,15,12,7,19
"dragonborn",78,211,30,16,12,11,12,9,15
"dragonborn",79,279,30,12,19,16,12,12,11
"dragonborn",79,292,30,19,16,6,16,12,15
"dragonborn",74,247,30,11,16,13,11,16,17
"dragonborn",78,259,30,13,18,10,14,16,8
"dragonborn",68,187,30,13,13,12,16,13,13
"dragonborn",74,215,30,14,9,13,6,10,11
"dragonborn",76,265,30,10,17,15,12,13,19
"dragonborn",73,245,30,13,18,13,13,14,14
"dragonborn",76,245,30,14,9,14,14,13,8
"dragonborn",80,287,30,14,11,5,15,8,14
"dragonborn",71,220,30,14,11,15,5,14,10
"dragonborn",75,265,30,12,19,11,12,7,12
"dragonborn",81,325,30,11,14,12,10,17,16
"dragonborn",75,247,30,15,14,12,12,9,11
"dragonborn",81,280,30,13,14,17,8,16,17
"dragonborn",77,274,30,16,16,15,17,18,10
"dragonborn",77,263,30,15,17,16,14,12,11
"dragonborn",78,211,30,15,13,10,8,8,14
"dragonborn",74,215,30,19,19,15,8,16,14
"dragonborn",70,215,30,17,19,12,11,11,14
"dragonborn",77,208,30,15,11,9,14,9,10
"dragonborn",70,195,30,16,13,16,13,13,15
"dragonborn",72,211,30,12,8,12,11,8,14
"dragonborn",68,183,30,15,9,10,10,16,10
"dragonborn",73,203,30,19,10,13,11,15,14
"dragonborn",73,203,30,15,16,12,12,9,14
"dragonborn",78,223,30,6,13,6,9,9,13
"dragonborn",75,256,30,19,20,17,14,16,11
"dragonborn",69,181,30,12,15,10,14,13,10
"dragonborn",76,235,30,15,8,12,8,13,9
"dragonborn",78,307,30,20,13,11,11,13,9
"dragonborn",73,259,30,15,13,13,15,12,16
"dragonborn",76,265,30,16,19,13,5,16,12
"dragonborn",78,295,30,17,20,14,13,13,14
"dragonborn",79,292,30,10,15,14,14,7,17
"dragonborn",72,217,30,6,10,15,11,14,16
"dragonborn",78,235,30,19,14,17,17,14,15
"dragonborn",78,271,30,17,14,12,7,9,16
"dragonborn",78,271,30,17,9,6,10,10,13
"dragonborn",77,241,30,15,14,11,14,8,15
"dragonborn",78,235,30,13,18,11,14,11,16
"dragonborn",76,255,30,11,13,11,11,9,11
"dragonborn",76,285,30,15,16,14,15,9,11
"dragonborn",76,215,30,17,11,9,15,11,8
"dragonborn",76,215,30,12,12,9,13,10,16
"dragonborn",71,195,30,15,14,13,14,13,15
"dragonborn",73,217,30,14,10,13,15,9,13
"dragonborn",79,292,30,18,14,17,15,14,13
"dragonborn",76,225,30,12,15,12,18,16,15
"dragonborn",73,196,30,15,10,18,9,7,15
"dragonborn",82,287,30,17,10,11,10,13,14
"dragonborn",78,283,30,11,18,7,16,10,18
"dragonborn",77,263,30,11,18,11,12,15,15
"dragonborn",74,223,30,18,14,14,4,12,14
"dragonborn",74,231,30,12,11,14,17,15,10
"dragonborn",77,263,30,14,14,8,12,13,14
"dragonborn",75,247,30,16,12,14,15,12,11
"dragonborn",79,266,30,16,18,10,10,18,9
"dragonborn",82,255,30,16,17,11,11,13,14
"dragonborn",72,241,30,13,9,8,15,17,15
"dragonborn",74,255,30,14,17,11,13,14,14
"dragonborn",72,205,30,16,13,12,15,17,14
"dragonborn",77,285,30,12,15,9,12,8,15
"dragonborn",81,355,30,14,15,13,14,17,16
"dragonborn",82,303,30,14,17,11,11,15,17
"dragonborn",76,265,30,16,14,9,13,10,18
"dragonborn",77,274,30,18,16,17,15,14,14
"dragonborn",76,255,30,15,8,13,11,9,10
"dragonborn",74,207,30,14,12,12,14,14,10
"dragonborn",74,223,30,16,14,10,11,11,11
"dragonborn",75,283,30,14,16,11,6,15,7
"dragonborn",77,219,30,12,18,14,15,10,14
"dragonborn",72,193,30,10,13,15,7,8,14
"dragonborn",75,238,30,13,7,9,13,12,17
"dragonborn",73,210,30,12,9,7,10,11,12
"dragonborn",71,230,30,19,10,16,14,15,13
"dragonborn",73,245,30,9,12,11,11,9,18
"dragonborn",77,274,30,16,15,13,13,9,8
"dragonborn",76,205,30,10,12,14,11,10,7
"dragonborn",79,253,30,14,12,16,9,13,16
"dragonborn",73,259,30,15,15,13,12,12,13
"dragonborn",77,230,30,13,15,15,15,10,10
"dragonborn",77,296,30,11,12,16,17,15,13
"dragonborn",76,195,30,18,19,15,13,10,16
"dragonborn",78,235,30,16,13,14,14,12,14
"dragonborn",78,271,30,14,9,10,12,15,11
"dragonborn",80,301,30,17,17,14,13,10,10
"dragonborn",70,223,30,17,11,12,10,14,11
"dragonborn",76,265,30,12,15,16,15,11,17
"dragonborn",80,287,30,17,13,10,11,11,12
"dragonborn",75,220,30,14,17,13,16,15,12
"dragonborn",78,199,30,19,18,13,16,11,15
"dragonborn",80,315,30,13,17,11,14,10,17
"dragonborn",72,229,30,12,17,14,17,12,9
"dragonborn",77,285,30,13,16,14,16,14,12
"dragonborn",72,229,30,18,13,11,14,10,17
"dragonborn",78,271,30,13,11,13,11,10,11
"dragonborn",74,215,30,11,12,15,6,13,15
"dragonborn",78,271,30,14,12,14,10,14,11
"dragonborn",71,195,30,15,14,17,11,13,12
"dragonborn",73,231,30,13,16,10,14,14,14
"dragonborn",69,187,30,15,13,11,12,10,13
"dragonborn",80,245,30,12,15,14,10,7,14
"dragonborn",80,231,30,15,12,13,10,9,16
"dragonborn",79,279,30,17,10,14,13,16,16
"dragonborn",79,279,30,13,16,14,11,13,13
"dragonborn",80,259,30,15,15,9,16,13,16
"dragonborn",73,217,30,15,13,6,13,15,13
"dragonborn",77,219,30,12,18,15,14,18,14
"dragonborn",71,205,30,10,17,10,16,14,19
"dragonborn",74,223,30,16,12,15,12,13,14
"dragonborn",78,271,30,12,14,9,10,14,17
"dragonborn",73,217,30,17,15,12,9,10,14
"dragonborn",74,263,30,14,14,13,12,13,16
"dragonborn",80,259,30,18,13,15,14,9,16
"dragonborn",71,190,30,11,12,3,16,11,14
"dragonborn",77,252,30,15,14,12,12,17,15
"dragonborn",82,207,30,14,16,12,13,10,7
"dragonborn",73,203,30,14,11,12,15,11,13
"dragonborn",78,295,30,14,16,16,8,12,11
"dragonborn",72,187,30,11,20,10,16,14,11
"dragonborn",78,271,30,11,19,10,11,8,14
"dragonborn",75,238,30,15,10,16,16,11,7
"dragonborn",74,271,30,10,13,12,10,15,8
"dragonborn",78,319,30,14,16,9,18,7,16
"dragonborn",70,187,30,16,18,13,8,12,10
"dragonborn",76,235,30,11,18,13,12,8,16
"dragonborn",80,287,30,13,10,12,14,11,16
"dragonborn",71,210,30,14,13,15,14,7,15
"dragonborn",77,230,30,13,16,10,10,15,11
"dragonborn",76,235,30,19,17,11,11,16,10
"dragonborn",80,203,30,9,11,10,7,11,13
"dragonborn",74,247,30,14,14,14,15,16,11
"dragonborn",77,252,30,15,17,12,8,10,13
"dragonborn",69,193,30,9,15,14,15,14,14
"dragonborn",70,203,30,16,13,15,11,11,12
"dragonborn",70,223,30,10,10,5,14,10,7
"dragonborn",72,199,30,14,15,10,7,16,13
"dragonborn",77,241,30,11,12,12,14,10,12
"dragonborn",78,307,30,15,13,16,11,13,12
"dragonborn",77,252,30,12,14,13,13,15,5
